station_id,station_name,date,observed_high_f
KLAX,Los Angeles International,2025-01-01,59
KLAX,Los Angeles International,2025-01-02,71
KLAX,Los Angeles International,2025-01-03,61
KLAX,Los Angeles International,2025-01-04,62
KLAX,Los Angeles International,2025-01-05,75
KLAX,Los Angeles International,2025-01-06,71
KLAX,Los Angeles International,2025-01-07,73
KLAX,Los Angeles International,2025-01-08,73
KLAX,Los Angeles International,2025-01-09,68
KLAX,Los Angeles International,2025-01-10,70
KLAX,Los Angeles International,2025-01-11,66
KLAX,Los Angeles International,2025-01-12,69
KLAX,Los Angeles International,2025-01-13,68
KLAX,Los Angeles International,2025-01-14,66
KLAX,Los Angeles International,2025-01-15,72
KLAX,Los Angeles International,2025-01-16,67
KLAX,Los Angeles International,2025-01-17,60
KLAX,Los Angeles International,2025-01-18,62
KLAX,Los Angeles International,2025-01-19,59
KLAX,Los Angeles International,2025-01-20,72
KLAX,Los Angeles International,2025-01-21,70
KLAX,Los Angeles International,2025-01-22,74
KLAX,Los Angeles International,2025-01-23,80
KLAX,Los Angeles International,2025-01-24,72
KLAX,Los Angeles International,2025-01-25,62
KLAX,Los Angeles International,2025-01-26,58
KLAX,Los Angeles International,2025-01-27,59
KLAX,Los Angeles International,2025-01-28,61
KLAX,Los Angeles International,2025-01-29,61
KLAX,Los Angeles International,2025-01-30,57
KLAX,Los Angeles International,2025-01-31,60
KLAX,Los Angeles International,2025-02-01,66
KLAX,Los Angeles International,2025-02-02,66
KLAX,Los Angeles International,2025-02-03,59
KLAX,Los Angeles International,2025-02-04,64
KLAX,Los Angeles International,2025-02-05,63
KLAX,Los Angeles International,2025-02-06,62
KLAX,Los Angeles International,2025-02-07,60
KLAX,Los Angeles International,2025-02-08,62
KLAX,Los Angeles International,2025-02-09,66
KLAX,Los Angeles International,2025-02-10,62
KLAX,Los Angeles International,2025-02-11,60
KLAX,Los Angeles International,2025-02-12,56
KLAX,Los Angeles International,2025-02-13,60
KLAX,Los Angeles International,2025-02-14,61
KLAX,Los Angeles International,2025-02-15,66
KLAX,Los Angeles International,2025-02-16,69
KLAX,Los Angeles International,2025-02-17,65
KLAX,Los Angeles International,2025-02-18,65
KLAX,Los Angeles International,2025-02-19,65
KLAX,Los Angeles International,2025-02-20,66
KLAX,Los Angeles International,2025-02-21,74
KLAX,Los Angeles International,2025-02-22,67
KLAX,Los Angeles International,2025-02-23,71
KLAX,Los Angeles International,2025-02-24,69
KLAX,Los Angeles International,2025-02-25,70
KLAX,Los Angeles International,2025-02-26,65
KLAX,Los Angeles International,2025-02-27,86
KLAX,Los Angeles International,2025-02-28,69
KLAX,Los Angeles International,2025-03-01,62
KLAX,Los Angeles International,2025-03-02,63
KLAX,Los Angeles International,2025-03-03,63
KLAX,Los Angeles International,2025-03-04,64
KLAX,Los Angeles International,2025-03-05,58
KLAX,Los Angeles International,2025-03-06,56
KLAX,Los Angeles International,2025-03-07,60
KLAX,Los Angeles International,2025-03-08,62
KLAX,Los Angeles International,2025-03-09,71
KLAX,Los Angeles International,2025-03-10,65
KLAX,Los Angeles International,2025-03-11,60
KLAX,Los Angeles International,2025-03-12,61
KLAX,Los Angeles International,2025-03-13,58
KLAX,Los Angeles International,2025-03-14,52
KLAX,Los Angeles International,2025-03-15,61
KLAX,Los Angeles International,2025-03-16,64
KLAX,Los Angeles International,2025-03-17,62
KLAX,Los Angeles International,2025-03-18,63
KLAX,Los Angeles International,2025-03-19,73
KLAX,Los Angeles International,2025-03-20,67
KLAX,Los Angeles International,2025-03-21,67
KLAX,Los Angeles International,2025-03-22,68
KLAX,Los Angeles International,2025-03-23,66
KLAX,Los Angeles International,2025-03-24,68
KLAX,Los Angeles International,2025-03-25,65
KLAX,Los Angeles International,2025-03-26,61
KLAX,Los Angeles International,2025-03-27,64
KLAX,Los Angeles International,2025-03-28,66
KLAX,Los Angeles International,2025-03-29,64
KLAX,Los Angeles International,2025-03-30,63
KLAX,Los Angeles International,2025-03-31,64
KLAX,Los Angeles International,2025-04-01,63
KLAX,Los Angeles International,2025-04-02,63
KLAX,Los Angeles International,2025-04-03,63
KLAX,Los Angeles International,2025-04-04,64
KLAX,Los Angeles International,2025-04-05,75
KLAX,Los Angeles International,2025-04-06,77
KLAX,Los Angeles International,2025-04-07,69
KLAX,Los Angeles International,2025-04-08,68
KLAX,Los Angeles International,2025-04-09,72
KLAX,Los Angeles International,2025-04-10,71
KLAX,Los Angeles International,2025-04-11,76
KLAX,Los Angeles International,2025-04-12,66
KLAX,Los Angeles International,2025-04-13,65
KLAX,Los Angeles International,2025-04-14,65
KLAX,Los Angeles International,2025-04-15,62
KLAX,Los Angeles International,2025-04-16,68
KLAX,Los Angeles International,2025-04-17,62
KLAX,Los Angeles International,2025-04-18,63
KLAX,Los Angeles International,2025-04-19,66
KLAX,Los Angeles International,2025-04-20,64
KLAX,Los Angeles International,2025-04-21,64
KLAX,Los Angeles International,2025-04-22,64
KLAX,Los Angeles International,2025-04-23,62
KLAX,Los Angeles International,2025-04-24,64
KLAX,Los Angeles International,2025-04-25,64
KLAX,Los Angeles International,2025-04-26,62
KLAX,Los Angeles International,2025-04-27,63
KLAX,Los Angeles International,2025-04-28,64
KLAX,Los Angeles International,2025-04-29,66
KLAX,Los Angeles International,2025-04-30,65
KLAX,Los Angeles International,2025-05-01,66
KLAX,Los Angeles International,2025-05-02,65
KLAX,Los Angeles International,2025-05-03,63
KLAX,Los Angeles International,2025-05-04,63
KLAX,Los Angeles International,2025-05-05,65
KLAX,Los Angeles International,2025-05-06,63
KLAX,Los Angeles International,2025-05-07,68
KLAX,Los Angeles International,2025-05-08,69
KLAX,Los Angeles International,2025-05-09,71
KLAX,Los Angeles International,2025-05-10,81
KLAX,Los Angeles International,2025-05-11,78
KLAX,Los Angeles International,2025-05-12,71
KLAX,Los Angeles International,2025-05-13,68
KLAX,Los Angeles International,2025-05-14,69
KLAX,Los Angeles International,2025-05-15,68
KLAX,Los Angeles International,2025-05-16,67
KLAX,Los Angeles International,2025-05-17,63
KLAX,Los Angeles International,2025-05-18,68
KLAX,Los Angeles International,2025-05-19,71
KLAX,Los Angeles International,2025-05-20,75
KLAX,Los Angeles International,2025-05-21,74
KLAX,Los Angeles International,2025-05-22,71
KLAX,Los Angeles International,2025-05-23,71
KLAX,Los Angeles International,2025-05-24,69
KLAX,Los Angeles International,2025-05-25,69
KLAX,Los Angeles International,2025-05-26,69
KLAX,Los Angeles International,2025-05-27,72
KLAX,Los Angeles International,2025-05-28,67
KLAX,Los Angeles International,2025-05-29,69
KLAX,Los Angeles International,2025-05-30,76
KLAX,Los Angeles International,2025-05-31,75
KLAX,Los Angeles International,2025-06-01,76
